Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2020,2017,11,Tamil Nadu,Thiruppur,10674.0,48.62,60.39,59.8,5460.0,24.87,30.89,30.59,0.0,26.51,32.92,32.6,21953.0,124.21,122.98
2023,2016,15,Jharkhand,Khunti,1578.0,81.72,25.91,20.8,331.0,17.14,5.44,4.36,0.0,1.14,0.36,0.29,1931.0,31.71,25.45
2023,2017,15,Jharkhand,Khunti,1547.0,64.59,26.98,22.55,795.0,33.19,13.86,11.59,0.0,2.21,0.92,0.77,2395.0,41.77,34.91
2024,2016,15,Jharkhand,Ramgadh,1716.0,88.54,512.7,79.43,210.0,10.84,62.74,9.72,0.0,0.62,3.59,0.56,1938.0,579.03,89.71
2024,2017,15,Jharkhand,Ramgadh,1540.0,65.95,72.61,57.59,712.0,30.49,33.57,26.63,0.0,3.55,3.91,3.1,2335.0,110.09,87.32
2025,2016,5,Karnataka,Yadagiri,50334.0,55.08,150.15,124.93,31900.0,34.91,95.16,79.18,0.0,10.02,27.31,22.72,91388.0,272.62,226.83
2025,2017,5,Karnataka,Yadagiri,50833.0,55.82,162.19,130.87,30981.0,34.02,98.85,79.76,0.0,10.16,29.52,23.82,91067.0,290.56,234.44
2026,2016,12,Uttar Pradesh,Amethi C.S.M.Nagar,32801.0,68.17,221.27,136.76,12553.0,26.09,84.68,52.34,0.0,5.73,18.61,11.5,48113.0,324.55,200.6
2026,2017,12,Uttar Pradesh,Amethi C.S.M.Nagar,28170.0,64.6,193.99,117.16,14045.0,32.21,96.72,58.41,0.0,3.19,9.59,5.79,43607.0,300.3,181.36
2027,2016,7,Maharashtra,Mumbai City,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2027,2017,7,Maharashtra,Mumbai City,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2028,2016,17,Assam,Kamrup(Metro),31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2028,2017,17,Assam,Kamrup(Metro),31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2030,2016,9,Punjab,Pathankot,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2030,2017,9,Punjab,Pathankot,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2031,2016,12,Uttar Pradesh,Sambhal,37810.0,67.85,196.24,101.29,14806.0,26.57,76.84,39.66,0.0,5.58,16.15,8.34,55728.0,289.23,149.29
2031,2017,12,Uttar Pradesh,Sambhal,28495.0,64.34,147.96,76.39,13885.0,31.35,72.1,37.22,0.0,4.31,9.91,5.12,44289.0,229.97,118.73
2032,2016,12,Uttar Pradesh,Shamli,19167.0,67.96,180.81,112.91,7449.0,26.41,70.27,43.88,0.0,5.63,14.98,9.35,28204.0,266.06,166.14
2032,2017,12,Uttar Pradesh,Shamli,24908.0,74.47,234.96,146.77,7650.0,22.87,72.16,45.08,0.0,2.66,8.39,5.24,33447.0,315.51,197.08
2033,2016,12,Uttar Pradesh,Hapur,16720.0,67.62,192.15,115.53,6653.0,26.91,76.46,45.97,0.0,5.48,15.56,9.36,24727.0,284.17,170.85
2033,2017,12,Uttar Pradesh,Hapur,31600.0,75.09,361.11,221.04,8873.0,21.08,101.4,62.07,0.0,3.83,18.4,11.26,42083.0,480.9,294.37
2034,2016,14,Chhattisgarh,Balod,21923.0,51.51,123.5,88.44,15179.0,35.67,85.51,61.24,0.0,12.82,30.74,22.02,42559.0,239.74,171.7
2034,2017,14,Chhattisgarh,Balod,20506.0,58.37,115.87,84.48,10548.0,30.03,59.6,43.45,0.0,11.6,23.03,16.79,35130.0,198.5,144.73
2035,2016,14,Chhattisgarh,Baloda Bazar,21668.0,60.51,92.35,78.57,11313.0,31.59,48.22,41.02,0.0,7.9,12.05,10.25,35809.0,152.62,129.84
2035,2017,14,Chhattisgarh,Baloda Bazar,21203.0,61.05,92.52,83.38,10426.0,30.02,45.49,41.0,0.0,8.94,13.54,12.21,34733.0,151.55,136.59
2036,2016,14,Chhattisgarh,Balrampur,4212.0,43.67,26.95,23.44,4358.0,45.18,27.89,24.25,0.0,11.15,6.89,5.99,9646.0,61.72,53.68
2036,2017,14,Chhattisgarh,Balrampur,3773.0,56.09,24.36,21.28,2362.0,35.11,15.25,13.32,0.0,8.8,3.82,3.34,6727.0,43.44,37.93
2037,2016,14,Chhattisgarh,Bemetra,19243.0,53.98,85.26,55.59,13123.0,36.81,58.15,37.91,0.0,9.21,14.54,9.48,35648.0,157.95,102.99
2037,2017,14,Chhattisgarh,Bemetra,18263.0,52.03,81.15,52.87,14218.0,40.5,63.18,41.16,0.0,7.47,11.65,7.59,35103.0,155.98,101.62
2038,2016,14,Chhattisgarh,Gariaband,22123.0,64.9,166.88,144.08,9458.0,27.75,71.34,61.6,0.0,7.35,18.9,16.32,34087.0,257.12,222.0
2038,2017,14,Chhattisgarh,Gariaband,8679.0,55.56,63.37,55.05,5080.0,32.52,37.09,32.22,0.0,11.93,13.6,11.82,15622.0,114.07,99.09
2039,2016,14,Chhattisgarh,Kondagaon,3607.0,48.86,26.33,25.08,2472.0,33.49,18.04,17.19,0.0,17.65,9.51,9.06,7382.0,53.88,51.32
2039,2017,14,Chhattisgarh,Kondagaon,3007.0,50.93,21.82,20.8,2208.0,37.4,16.02,15.27,0.0,11.67,5.0,4.77,5904.0,42.85,40.84
2040,2016,14,Chhattisgarh,Mungli,18534.0,67.31,144.11,87.18,6999.0,25.42,54.42,32.92,0.0,7.27,15.57,9.42,27536.0,214.11,129.52
2040,2017,14,Chhattisgarh,Mungli,9370.0,57.57,149.45295990710798,95.1539031349533,5215.0,32.04,55.3990298117464,36.34439381294281,0.0,10.38,23.23167250108091,15.062409581158988,16275.0,228.1214919272759,146.5850355970765
2041,2016,14,Chhattisgarh,Sukma,291.0,54.49,2.79,2.76,192.0,35.96,1.84,1.82,0.0,9.55,0.49,0.48,534.0,5.11,5.06
2041,2017,14,Chhattisgarh,Sukma,235.0,57.46,2.24,2.22,160.0,39.12,1.52,1.51,0.0,3.42,0.13,0.13,409.0,3.89,3.86
2042,2016,14,Chhattisgarh,Surajpur,6437.0,47.98,41.36,36.21,5497.0,40.97,35.32,30.92,0.0,11.05,9.53,8.34,13417.0,86.22,75.47
2042,2017,14,Chhattisgarh,Surajpur,4608.0,55.49,29.92,26.47,2790.0,33.6,18.12,16.03,0.0,10.91,5.88,5.2,8304.0,53.92,47.7
2043,2016,9,Punjab,Fazilka,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2043,2017,9,Punjab,Fazilka,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2044,2016,17,Assam,Biswanath,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2044,2017,17,Assam,Biswanath,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2045,2016,17,Assam,Charaideo,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2045,2017,17,Assam,Charaideo,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2046,2016,17,Assam,Hojai,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2046,2017,17,Assam,Hojai,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2047,2016,17,Assam,Majuli,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2047,2017,17,Assam,Majuli,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2048,2016,17,Assam,South Salmara - Mankachar,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2048,2017,17,Assam,South Salmara - Mankachar,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2049,2016,17,Assam,West Karbi Anglong,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2049,2017,17,Assam,West Karbi Anglong,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2050,2016,3,Gujarat,Aravalli,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2050,2017,3,Gujarat,Aravalli,31217.0,67.01,154.01,95.82,8623.0,18.51,42.54,26.47,0.0,14.49,33.3,20.72,46589.0,229.84,143.0
2051,2016,3,Gujarat,Botad,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2051,2017,3,Gujarat,Botad,23770.0,63.24,119.0,114.4,12454.0,33.13,62.35,59.94,0.0,3.63,6.82,6.56,37587.0,188.17,180.9
2052,2016,3,Gujarat,Chhota Udaipur,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2052,2017,3,Gujarat,Chhota Udaipur,30728.0,74.23,148.75,136.49,6372.0,15.39,30.85,28.3,0.0,10.38,20.8,19.09,41397.0,200.4,183.88
2053,2016,3,Gujarat,Devbhoomi Dwarka,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2053,2017,3,Gujarat,Devbhoomi Dwarka,10634.0,54.23,46.32,38.81,7775.0,39.65,33.86,28.37,0.0,6.12,5.23,4.38,19610.0,85.41,71.56
2054,2016,3,Gujarat,Gir Somnath,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2054,2017,3,Gujarat,Gir Somnath,20399.0,65.61,93.99,62.05,8185.0,26.33,37.71,24.9,0.0,8.06,11.55,7.62,31090.0,143.25,94.57
2055,2016,3,Gujarat,Mahi Sagar,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2055,2017,3,Gujarat,Mahi Sagar,22447.0,87.88,183.46,121.8,2661.0,10.42,21.75,14.44,0.0,1.7,3.55,2.35,25542.0,208.75,138.6
2056,2016,3,Gujarat,Morbi,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2056,2017,3,Gujarat,Morbi,45961.0,66.47,132.46,110.26,19473.0,28.16,56.12,46.71,0.0,5.36,10.69,8.9,69143.0,199.27,165.87
2057,2016,4,Haryana,Charkhi Dadri,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2057,2017,4,Haryana,Charkhi Dadri,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2058,2016,6,Madhya Pradesh,Agar Malwa,10394.0,58.3,57.9,35.54,6687.0,37.51,37.25,22.87,0.0,4.18,4.16,2.55,17827.0,99.31,60.96
2058,2017,6,Madhya Pradesh,Agar Malwa,9698.0,59.65,52.91,30.88,5949.0,36.59,32.46,18.94,0.0,3.75,3.33,1.94,16257.0,88.7,51.76
2059,2016,7,Maharashtra,Palghar,1720.0,55.38,149.5050251166154,95.31293544244554,714.0,22.99,55.389321202834395,36.3443675790778,0.0,21.64,23.233464195622993,15.062540087986077,3106.0,228.11194041334085,146.70839267315569
2059,2017,7,Maharashtra,Palghar,10191.0,76.41,149.44915225277475,94.44595633406742,1829.0,13.71,55.388751671953436,36.34434577386175,0.0,9.88,23.232586510151755,15.062490157834796,13338.0,228.1136481905501,145.8795530891352
2060,2016,13,West Bengal,Alipurduar,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2060,2017,13,West Bengal,Alipurduar,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2061,2016,13,West Bengal,Jhargram,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2061,2017,13,West Bengal,Jhargram,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2063,2016,13,West Bengal,Paschim Bardhaman,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2063,2017,13,West Bengal,Paschim Bardhaman,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2101,2016,20,Telangana,Kumurambheem Asifabad,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2101,2017,20,Telangana,Kumurambheem Asifabad,5334.0,48.97,46.4,43.18,4519.0,41.49,39.31,36.58,0.0,9.54,9.04,8.41,10892.0,94.76,88.17
2102,2016,20,Telangana,Macherial,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2102,2017,20,Telangana,Macherial,11296.0,47.04,114.4,95.02,8902.0,37.07,90.16,74.89,0.0,15.89,38.66,32.11,24015.0,243.22,202.02
2103,2016,20,Telangana,Nirmal,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2103,2017,20,Telangana,Nirmal,16954.0,67.78,115.17,83.8,5878.0,23.5,39.93,29.05,0.0,8.72,14.82,10.78,25014.0,169.93,123.64
2104,2016,20,Telangana,Jagityal,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2104,2017,20,Telangana,Jagityal,9144.0,64.09,57.31,49.53,4025.0,28.21,25.23,21.8,0.0,7.7,6.89,5.95,14268.0,89.43,77.28
2105,2016,20,Telangana,Peddapally,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2105,2017,20,Telangana,Peddapally,14310.0,53.69,141.97,104.21,8538.0,32.04,84.71,62.18,0.0,14.27,37.73,27.7,26651.0,264.41,194.08
2106,2016,20,Telangana,Rajanna Siricilla,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2106,2017,20,Telangana,Rajanna Siricilla,4861.0,56.18,62.29,47.32,2933.0,33.9,37.58,28.55,0.0,9.92,10.99,8.35,8652.0,110.86,84.23
2107,2016,20,Telangana,Bhadradri,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2107,2017,20,Telangana,Bhadradri,18976.0,54.96,146.65,130.72,10994.0,31.84,84.96,75.73,0.0,13.19,35.19,31.37,34524.0,266.81,237.83
2108,2016,20,Telangana,Jogulamba,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2108,2017,20,Telangana,Jogulamba,12135.0,49.18,70.69,67.64,9687.0,39.26,56.43,53.99,0.0,11.57,16.63,15.91,24677.0,143.74,137.54
2109,2016,20,Telangana,Nagarkurnool,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
2109,2017,20,Telangana,Nagarkurnool,10332.0,58.34,42.0,34.56,5504.0,31.08,22.37,18.41,0.0,10.58,7.62,6.27,17710.0,71.98,59.24
2110,2016,20,Telangana,Wanaparthy,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2110,2017,20,Telangana,Wanaparthy,7646.0,61.54,65.24,52.88,3480.0,28.01,29.69,24.07,1299.0,10.45,11.08,8.98,12425.0,106.01,85.94
2111,2016,20,Telangana,Sangareddy,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2111,2017,20,Telangana,Sangareddy,7120.0,47.2,26.16,24.26,6098.0,40.43,22.41,20.78,1866.0,12.37,6.86,6.36,15084.0,55.42,51.4
2112,2016,20,Telangana,Siddipet,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2112,2017,20,Telangana,Siddipet,16493.0,53.16,74.48,61.58,11197.0,36.09,50.56,41.81,3338.0,10.76,15.07,12.46,31028.0,140.11,115.85
2113,2016,20,Telangana,Suryapet,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2113,2017,20,Telangana,Suryapet,33043.0,61.87,175.58,127.65,14763.0,27.64,78.44,57.03,5605.0,10.49,29.78,21.65,53411.0,283.8,206.33
2114,2016,20,Telangana,Yadadri Bhuvanagiri,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2114,2017,20,Telangana,Yadadri Bhuvanagiri,9317.0,51.09,65.21,48.94,6157.0,33.76,43.09,32.34,2764.0,15.16,19.35,14.52,18238.0,127.65,95.79
2115,2016,20,Telangana,Kamareddy,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2115,2017,20,Telangana,Kamareddy,14718.0,63.45,93.88,60.07,6110.0,26.34,38.97,24.94,2369.0,10.21,15.11,9.67,23197.0,147.97,94.68
2116,2016,20,Telangana,Malkaigiri,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2116,2017,20,Telangana,Malkaigiri,29965.0,53.89,2793.16,2012.29,15280.0,27.48,1424.31,1026.12,10357.0,18.63,965.42,695.52,55602.0,5182.89,3733.93
2117,2016,20,Telangana,Vikarabad,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2117,2017,20,Telangana,Vikarabad,8335.0,56.03,41.09,39.68,5537.0,37.22,27.3,26.36,1005.0,6.76,4.95,4.78,14877.0,73.34,70.83
2118,2016,20,Telangana,Jayashankar Bhuppaly,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2118,2017,20,Telangana,Jayashankar Bhuppaly,8692.0,58.29,62.08,48.91,4139.0,27.76,29.56,23.29,2081.0,13.96,14.86,11.71,14912.0,106.5,83.9
2119,2016,20,Telangana,Janagaon,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2119,2017,20,Telangana,Janagaon,8289.0,50.18,64.46,51.62,6024.0,36.46,46.85,37.51,2207.0,13.36,17.16,13.74,16520.0,128.47,102.88
2120,2016,20,Telangana,Warangal Urban,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2120,2017,20,Telangana,Warangal Urban,101516.0,77.24,1582.73,1029.05,18827.0,14.32,293.53,190.85,11086.0,8.43,172.84,112.38,131429.0,2049.1,1332.28
2121,2016,20,Telangana,Mahabubabad,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2121,2017,20,Telangana,Mahabubabad,7867.0,61.22,55.9,46.05,4118.0,32.05,29.26,24.1,865.0,6.73,6.15,5.06,12850.0,91.31,75.21
2122,2016,20,Telangana,Narayanpet,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
2122,2017,20,Telangana,Narayanpet,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
